BookingID,LeadTime,ArrivalYear,ArrivalMonth,ArrivalDate,NumWeekendNights,NumWeekNights,Parking,NumAdults,NumChildren,RepeatedGuest,NumPrevCancellations,NumPreviousNonCancelled,AvgRoomPrice,SpecialRequests,ArrivalDayOfYear,TotalNights,TotalGuests,TotalPrice,MealPlan_Meal Plan 1,MealPlan_Meal Plan 2,MealPlan_Meal Plan 3,MealPlan_Not Selected,RoomType_Room_Type 1,RoomType_Room_Type 2,RoomType_Room_Type 3,RoomType_Room_Type 4,RoomType_Room_Type 5,RoomType_Room_Type 6,RoomType_Room_Type 7,MarketSegment_Aviation,MarketSegment_Complementary,MarketSegment_Corporate,MarketSegment_Offline,MarketSegment_Online,BookingStatus_Not_Canceled
1553,129,2018,8,25,0,2,1,2,0,0,0,0,118.8,0,237,2,2,237.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1554,45,2018,3,11,0,2,0,2,0,0,0,0,71.1,0,70,2,2,142.2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1555,2,2018,10,8,1,1,0,1,0,0,0,0,160.0,2,281,2,1,320.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1556,131,2017,8,15,2,1,0,2,0,0,0,0,94.5,0,227,3,2,283.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1557,215,2018,7,29,2,7,0,1,0,0,0,0,90.95,1,210,9,1,818.5500000000001,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1558,8,2017,12,13,1,0,0,2,0,0,0,0,104.25,1,347,1,2,104.25,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1559,170,2018,4,23,2,1,0,2,0,0,0,0,70.0,1,113,3,2,210.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1560,46,2018,9,5,1,3,0,4,0,0,0,0,186.77,1,248,4,4,747.08,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1561,32,2018,9,25,2,1,0,2,0,0,0,0,99.0,1,268,3,2,297.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
1562,180,2018,10,10,1,2,0,1,0,0,0,0,120.0,1,283,3,1,360.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1563,256,2018,6,15,0,2,0,1,0,0,0,0,90.0,0,166,2,1,180.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1564,12,2018,10,12,0,1,1,1,0,1,0,9,67.0,1,285,1,1,67.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1565,119,2018,8,12,2,2,0,2,0,0,0,0,114.3,1,224,4,2,457.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1566,292,2018,7,21,0,2,0,2,0,0,0,0,115.0,0,202,2,2,230.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1567,5,2018,2,2,0,3,0,2,0,0,0,0,64.0,0,33,3,2,192.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1568,1,2017,10,9,1,2,1,2,0,0,0,0,169.33,0,282,3,2,507.99,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1569,283,2018,12,5,1,2,0,1,0,0,0,0,106.0,0,339,3,1,318.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1570,6,2017,11,4,1,4,0,2,0,0,0,0,78.2,0,308,5,2,391.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
1571,377,2018,10,14,0,2,0,2,0,0,0,0,115.0,1,287,2,2,230.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1572,118,2018,6,6,1,3,0,1,0,0,0,0,110.0,0,157,4,1,440.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1573,134,2018,6,15,2,4,0,2,1,0,0,0,135.15,2,166,6,3,810.9000000000001,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1574,196,2018,8,24,1,4,0,2,0,0,0,0,97.75,1,236,5,2,488.75,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1575,220,2018,9,28,0,2,0,2,0,0,0,0,126.9,1,271,2,2,253.8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1576,78,2018,7,17,2,3,0,2,0,0,0,0,107.1,1,198,5,2,535.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1577,154,2018,10,7,1,2,0,1,0,0,0,0,113.4,0,280,3,1,340.20000000000005,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1578,13,2018,2,5,2,4,0,2,0,0,0,0,79.0,0,36,6,2,474.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1579,219,2017,9,4,1,2,0,1,0,0,0,0,76.67,0,247,3,1,230.01,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1580,147,2018,4,4,1,3,0,2,0,0,0,0,96.5,1,94,4,2,386.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1581,170,2018,8,10,2,5,0,2,0,0,0,0,72.25,0,222,7,2,505.75,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1582,86,2017,9,9,0,2,0,2,0,0,0,0,100.0,0,252,2,2,200.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1583,147,2018,4,4,1,3,0,0,2,0,0,0,6.0,1,94,4,2,24.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1584,35,2017,10,7,0,2,0,1,0,0,0,0,65.83,1,280,2,1,131.66,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1585,55,2018,4,6,0,1,0,1,0,0,0,0,92.0,0,96,1,1,92.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
1586,65,2018,7,23,1,1,0,2,0,0,0,0,94.5,1,204,2,2,189.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
1587,60,2017,10,12,1,3,0,2,0,0,0,0,65.0,1,285,4,2,260.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1588,95,2018,10,31,1,0,1,2,0,0,0,0,99.9,1,304,1,2,99.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1589,146,2018,4,24,2,0,0,2,0,0,0,0,95.0,0,114,2,2,190.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1590,59,2018,4,5,0,2,0,2,1,0,0,0,121.5,2,95,2,3,243.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1591,26,2018,4,13,0,1,0,4,0,0,0,0,182.0,2,103,1,4,182.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1592,0,2018,3,24,0,1,0,1,0,0,0,0,75.0,0,83,1,1,75.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1593,160,2018,10,3,1,3,0,2,0,0,0,0,132.3,0,276,4,2,529.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1594,14,2017,10,19,1,1,0,2,0,0,0,0,126.0,2,292,2,2,252.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1595,188,2018,6,15,0,2,0,1,0,0,0,0,130.0,0,166,2,1,260.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1596,109,2018,8,24,0,4,0,3,0,0,0,0,152.1,0,236,4,3,608.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1597,51,2018,9,9,0,2,0,2,0,0,0,0,125.1,1,252,2,2,250.2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
1598,113,2018,5,31,0,3,0,1,0,0,0,0,100.0,0,151,3,1,300.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1599,0,2018,2,26,0,2,0,1,0,0,0,0,85.0,0,57,2,1,170.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1600,44,2018,11,19,1,1,0,1,0,0,0,0,91.2,0,323,2,1,182.4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1601,1,2017,8,9,2,0,0,2,2,0,0,0,153.0,1,221,2,4,306.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1602,138,2018,8,22,1,3,0,3,0,0,0,0,135.45,1,234,4,3,541.8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1603,262,2018,11,4,0,2,0,3,0,0,0,0,146.7,2,308,2,3,293.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1604,250,2018,9,26,1,3,0,2,0,0,0,0,95.0,0,269,4,2,380.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1605,82,2018,4,16,2,4,0,2,0,0,0,0,109.37,0,106,6,2,656.22,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1606,44,2018,3,11,2,2,0,2,0,0,0,0,80.74,1,70,4,2,322.96,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1607,29,2018,8,15,1,2,0,2,0,0,0,0,129.73,1,227,3,2,389.18999999999994,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1608,73,2018,9,15,0,1,0,2,0,0,0,0,100.0,1,258,1,2,100.0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1609,50,2018,12,3,2,2,0,1,0,0,0,0,63.75,0,337,4,1,255.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1610,151,2018,7,11,1,3,1,2,0,0,0,0,110.58,1,192,4,2,442.32,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1611,93,2018,4,1,2,2,0,2,0,0,0,0,82.45,1,91,4,2,329.8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1612,303,2018,8,19,2,3,0,2,0,0,0,0,78.0,0,231,5,2,390.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1613,2,2018,4,30,1,1,0,2,2,0,0,0,211.0,2,120,2,4,422.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1614,8,2017,12,15,0,3,0,2,0,0,0,0,58.0,1,349,3,2,174.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1615,49,2018,12,1,1,3,0,2,0,0,0,0,74.8,2,335,4,2,299.2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
1616,151,2018,1,19,0,2,0,1,0,0,0,0,70.0,0,19,2,1,140.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1617,219,2017,9,4,1,2,0,1,0,0,0,0,76.67,0,247,3,1,230.01,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1618,134,2018,5,29,2,3,0,2,0,0,0,0,76.84,1,149,5,2,384.20000000000005,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1619,47,2018,8,22,1,3,0,2,2,0,0,0,207.9,1,234,4,4,831.6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1620,39,2018,3,10,2,3,0,2,0,0,0,0,81.9,1,69,5,2,409.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1621,16,2018,3,8,0,3,0,1,0,0,0,0,76.0,0,67,3,1,228.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1622,37,2018,3,24,0,3,1,2,0,0,0,0,126.6,1,83,3,2,379.79999999999995,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1623,4,2018,4,7,0,2,0,2,0,0,0,0,101.0,1,97,2,2,202.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1624,6,2018,12,8,0,1,1,1,0,1,0,1,67.0,1,342,1,1,67.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1625,12,2017,8,29,2,1,0,2,0,0,0,0,105.0,1,241,3,2,315.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1626,6,2018,5,23,1,1,0,2,0,0,0,0,100.87,2,143,2,2,201.74,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1627,1,2018,7,20,0,1,0,1,0,0,0,0,93.0,0,201,1,1,93.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1628,16,2018,12,29,1,3,0,2,0,0,0,0,102.0,2,363,4,2,408.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
1629,83,2018,3,28,1,4,0,2,0,0,0,0,80.75,0,87,5,2,403.75,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1630,25,2018,12,10,2,2,0,2,0,0,0,0,89.89,2,344,4,2,359.56,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1631,47,2017,11,5,0,2,0,2,0,0,0,0,105.5,2,309,2,2,211.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1632,37,2018,6,29,0,1,0,3,0,0,0,0,111.6,1,180,1,3,111.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1633,113,2018,7,14,1,3,0,2,0,0,0,0,72.25,0,195,4,2,289.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1634,188,2018,6,15,0,2,0,1,0,0,0,0,130.0,0,166,2,1,260.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1635,19,2018,11,14,1,0,0,1,0,0,0,0,65.0,0,318,1,1,65.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1636,2,2018,2,1,1,3,0,2,1,0,0,0,93.0,2,32,4,3,372.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1637,32,2017,10,26,1,4,0,2,0,0,0,0,68.0,1,299,5,2,340.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
1638,159,2018,4,9,1,1,0,2,0,0,0,0,70.0,1,99,2,2,140.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1639,29,2018,9,30,2,2,0,3,0,0,0,0,150.61,1,273,4,3,602.44,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1640,58,2018,12,9,0,2,0,1,0,0,0,0,95.4,1,343,2,1,190.8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1641,148,2018,7,15,2,2,0,3,0,0,0,0,130.05,3,196,4,3,520.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1642,1,2018,10,25,0,3,0,2,0,0,0,0,107.0,0,298,3,2,321.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
1643,81,2018,10,16,2,3,0,2,0,0,0,0,80.75,0,289,5,2,403.75,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1644,34,2017,11,1,2,1,0,2,0,0,0,0,60.0,0,305,3,2,180.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
1645,314,2018,10,12,0,3,0,2,0,0,0,0,75.0,0,285,3,2,225.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1646,210,2017,10,8,1,3,0,2,0,0,0,0,86.0,0,281,4,2,344.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1647,168,2018,10,1,1,1,0,2,0,0,0,0,127.0,2,274,2,2,254.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1648,128,2018,7,11,1,2,0,2,0,0,0,0,97.43,1,192,3,2,292.29,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1649,87,2018,5,15,2,2,0,2,1,0,0,0,135.15,2,135,4,3,540.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1650,29,2018,3,11,2,3,0,2,0,0,0,0,63.87,1,70,5,2,319.34999999999997,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1651,168,2018,5,21,0,1,0,2,0,0,0,0,144.9,0,141,1,2,144.9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1652,54,2018,11,11,1,2,0,2,0,0,0,0,96.0,1,315,3,2,288.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1653,78,2018,12,29,1,3,0,2,0,0,0,0,169.91,1,363,4,2,679.64,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1654,10,2017,10,18,1,0,0,1,0,0,0,0,65.0,0,291,1,1,65.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1655,138,2017,8,22,2,1,0,3,0,0,0,0,138.5,1,234,3,3,415.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1656,101,2018,4,4,1,2,0,2,0,0,0,0,80.0,0,94,3,2,240.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1657,99,2018,6,11,0,1,0,2,2,0,0,0,198.9,2,162,1,4,198.9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1658,314,2018,10,12,0,3,0,2,0,0,0,0,75.0,0,285,3,2,225.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1659,292,2018,7,21,0,2,0,2,0,0,0,0,115.0,0,202,2,2,230.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1660,80,2018,3,25,2,2,0,3,0,0,0,0,106.2,1,84,4,3,424.8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1661,32,2017,10,24,1,1,0,1,0,0,0,0,120.0,1,297,2,1,240.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1662,54,2018,11,6,2,3,0,1,0,0,0,0,94.0,0,310,5,1,470.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1663,25,2017,11,6,2,2,0,2,0,0,0,0,90.95,1,310,4,2,363.8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1664,180,2018,8,3,2,5,0,2,1,0,0,0,129.7,1,215,7,3,907.8999999999999,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1665,50,2017,12,31,0,3,0,3,0,0,0,0,99.67,1,365,3,3,299.01,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1666,87,2018,5,29,2,2,0,0,2,0,0,0,112.01,1,149,4,2,448.04,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1667,64,2018,3,31,0,3,0,2,0,0,0,0,80.1,1,90,3,2,240.29999999999998,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
1668,37,2018,10,19,0,1,0,2,0,0,0,0,76.5,1,292,1,2,76.5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1
1669,96,2018,4,10,2,3,0,2,0,0,0,0,84.15,1,100,5,2,420.75,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1670,2,2017,9,27,2,0,0,1,0,0,0,0,65.0,0,270,2,1,130.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1671,5,2018,6,22,0,1,0,1,0,1,0,2,89.0,0,173,1,1,89.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1672,5,2018,9,17,0,1,0,2,0,0,0,0,159.0,1,260,1,2,159.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1673,22,2018,12,19,1,3,0,2,0,0,0,0,88.4,2,353,4,2,353.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1674,54,2018,10,16,2,2,0,1,0,0,0,0,66.5,0,289,4,1,266.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1675,5,2018,3,2,0,1,0,1,0,0,0,0,66.0,0,61,1,1,66.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1676,98,2017,12,29,0,3,0,2,0,0,0,0,59.5,2,363,3,2,178.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1677,7,2018,11,24,1,3,0,2,0,0,0,0,98.13,2,328,4,2,392.52,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1678,149,2018,7,20,0,3,0,2,1,0,0,0,127.5,0,201,3,3,382.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1679,103,2018,5,4,0,3,0,2,0,0,0,0,95.0,0,124,3,2,285.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1680,4,2018,12,23,1,2,0,2,1,1,0,1,0.0,0,357,3,3,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1681,117,2018,5,13,2,2,0,2,0,0,0,0,99.45,1,133,4,2,397.8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
1682,36,2018,10,28,0,2,0,2,0,0,0,0,109.0,2,301,2,2,218.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
1683,177,2018,6,3,0,2,0,2,0,0,0,0,100.0,0,154,2,2,200.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1684,110,2017,7,25,2,1,0,2,0,0,0,0,94.5,0,206,3,2,283.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1685,8,2017,8,16,2,2,0,2,2,0,0,0,153.0,1,228,4,4,612.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
1686,69,2018,6,12,2,4,0,1,0,0,0,0,120.0,0,163,6,1,720.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1687,8,2018,6,20,1,3,0,2,0,0,0,0,128.5,2,171,4,2,514.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1688,62,2018,7,26,0,4,1,3,0,0,0,0,146.7,2,207,4,3,586.8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1689,44,2018,4,23,2,1,0,2,0,0,0,0,95.0,1,113,3,2,285.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1690,28,2017,10,29,0,2,0,1,0,0,0,0,75.0,0,302,2,1,150.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1691,143,2018,9,21,1,4,0,1,0,0,0,0,143.1,1,264,5,1,715.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1692,3,2017,12,5,2,1,1,2,1,0,0,0,104.0,1,339,3,3,312.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1693,4,2018,2,5,0,2,0,2,0,0,0,0,81.0,0,36,2,2,162.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
1694,106,2018,5,21,2,3,0,2,0,0,0,0,105.0,0,141,5,2,525.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1695,7,2018,3,17,0,1,0,1,0,0,0,0,82.4,1,76,1,1,82.4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1696,81,2018,3,25,1,2,0,2,0,0,0,0,65.0,0,84,3,2,195.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1697,21,2018,2,25,0,1,0,1,0,0,0,0,68.0,1,56,1,1,68.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1698,159,2018,8,5,0,1,0,2,0,0,0,0,94.5,0,217,1,2,94.5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1699,2,2018,12,16,0,1,0,2,0,0,0,0,78.0,1,350,1,2,78.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
1700,5,2018,11,6,2,2,0,1,0,0,0,0,151.94,0,310,4,1,607.76,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1701,5,2018,10,18,0,3,0,2,0,0,0,0,112.0,0,291,3,2,336.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
1702,15,2017,10,1,1,3,0,2,0,0,0,0,80.46,0,274,4,2,321.84,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1703,185,2018,7,23,1,1,0,2,0,0,0,0,94.5,1,204,2,2,189.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1704,31,2018,4,9,1,1,0,2,0,0,0,0,0.0,1,99,2,2,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1705,169,2018,5,25,0,4,0,2,0,0,0,0,123.25,0,145,4,2,493.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1706,16,2017,12,5,1,1,0,2,0,0,0,0,96.25,1,339,2,2,192.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1707,53,2018,2,20,2,2,0,2,0,0,0,0,75.95,1,51,4,2,303.8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1708,108,2018,5,2,1,2,0,2,0,0,0,0,94.5,1,122,3,2,283.5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
1709,26,2018,2,3,0,4,0,2,0,0,0,0,89.0,1,34,4,2,356.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1710,161,2018,3,25,1,2,0,2,0,0,0,0,130.0,0,84,3,2,390.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1711,69,2018,11,25,1,2,0,2,0,0,0,0,74.8,1,329,3,2,224.39999999999998,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
1712,11,2018,12,6,0,1,0,2,1,0,0,0,124.0,0,340,1,3,124.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1713,17,2017,9,5,2,1,0,1,0,0,0,0,69.49,0,248,3,1,208.46999999999997,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1714,19,2017,9,21,1,1,0,2,0,0,0,0,48.0,0,264,2,2,96.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1715,28,2018,9,1,0,2,0,2,0,0,0,0,131.0,2,244,2,2,262.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1716,276,2018,5,13,2,3,0,2,0,0,0,0,61.0,0,133,5,2,305.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1717,1,2018,1,7,0,1,0,1,0,1,0,1,65.0,1,7,1,1,65.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1718,30,2018,11,13,1,0,1,1,0,1,0,3,67.0,0,317,1,1,67.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1719,2,2018,5,6,0,1,1,2,0,0,0,0,167.0,0,126,1,2,167.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1720,3,2018,2,13,2,1,0,2,0,0,0,0,85.0,0,44,3,2,255.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1721,46,2018,11,4,0,2,0,1,0,0,0,0,67.5,0,308,2,1,135.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1722,208,2018,7,30,2,2,0,2,0,0,0,0,80.75,0,211,4,2,323.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1723,305,2018,11,4,1,2,0,2,0,0,0,0,89.0,0,308,3,2,267.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1724,28,2018,9,1,0,2,0,2,0,0,0,0,99.0,0,244,2,2,198.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
1725,27,2018,10,29,2,1,0,2,0,0,0,0,110.0,1,302,3,2,330.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
1726,40,2018,11,6,2,0,0,2,1,0,0,0,134.0,0,310,2,3,268.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
