BookingID,LeadTime,ArrivalYear,ArrivalMonth,ArrivalDate,NumWeekendNights,NumWeekNights,MealPlan,Parking,RoomType,NumAdults,NumChildren,MarketSegment,RepeatedGuest,NumPrevCancellations,NumPreviousNonCancelled,AvgRoomPrice,SpecialRequests,BookingStatus
30045,35,2018,9,5,1,3,0,0,0,2,1,4,0,0,0,127.44,1,0
30046,0,2017,12,11,0,1,0,0,0,1,0,1,1,0,11,0.0,1,1
30047,29,2018,4,6,0,4,2,0,0,2,0,3,0,0,0,85.0,0,0
30048,35,2018,9,25,2,3,0,0,3,2,0,4,0,0,0,137.34,2,0
30049,9,2018,8,23,0,2,2,1,0,2,0,4,0,0,0,137.0,2,0
30050,37,2018,11,17,0,2,0,0,0,2,0,4,0,0,0,104.0,2,0
30051,103,2018,10,26,0,3,0,0,3,1,1,4,0,0,0,123.3,0,0
30052,202,2018,11,6,2,2,0,0,0,1,0,2,1,3,6,40.0,1,0
30053,33,2018,3,24,0,2,0,1,0,2,0,4,0,0,0,135.9,0,0
30054,40,2018,3,7,1,2,2,0,0,2,0,4,0,0,0,73.1,1,0
30055,25,2017,11,22,2,3,0,0,0,2,0,3,0,0,0,65.0,0,0
30056,31,2018,9,8,0,2,2,0,0,2,0,4,0,0,0,112.59,2,0
30057,133,2018,4,25,1,2,0,0,0,2,0,3,0,0,0,80.75,1,0
30058,12,2018,2,23,0,1,2,0,0,2,0,4,0,0,0,79.0,0,0
30059,180,2018,10,10,1,2,0,0,0,1,0,4,0,0,0,120.0,0,0
30060,0,2018,4,2,0,1,0,0,0,1,0,4,0,0,0,6.0,0,1
30061,212,2018,10,9,2,2,0,0,3,3,0,4,0,0,0,103.84,1,0
30062,109,2018,12,20,2,5,2,0,0,2,0,4,0,0,0,74.8,1,0
30063,131,2018,12,26,1,0,0,0,3,2,0,4,0,0,0,103.5,0,0
30064,196,2018,9,12,2,5,0,0,0,3,0,4,0,0,0,105.4,0,0
30065,145,2018,1,3,2,1,0,0,0,2,0,3,0,0,0,65.0,0,0
30066,27,2018,10,12,0,1,0,0,0,1,0,2,0,0,0,65.0,0,0
30067,115,2018,5,16,1,1,0,0,0,2,0,4,0,0,0,114.3,1,0
30068,114,2018,3,23,0,3,0,0,0,2,0,3,0,0,0,40.67,0,0
30069,84,2018,4,1,1,2,0,0,0,2,0,4,0,0,0,87.3,1,0
30070,102,2017,10,16,0,2,1,0,0,2,0,3,0,0,0,109.0,0,0
30071,28,2018,5,22,2,2,2,0,0,2,0,4,0,0,0,103.55,0,0
30072,65,2018,12,3,0,1,0,0,3,3,0,4,0,0,0,126.0,1,0
30073,5,2017,8,15,2,1,1,0,0,2,0,3,0,0,0,94.5,0,0
30074,92,2018,11,11,0,1,0,0,0,2,0,3,0,0,0,90.0,0,0
30075,0,2018,5,26,0,1,0,0,0,2,0,4,0,0,0,161.0,0,1
30076,304,2018,11,3,0,3,0,0,0,2,0,4,0,0,0,89.0,0,0
30077,26,2018,11,16,0,4,0,0,0,2,0,4,0,0,0,88.4,1,0
30078,0,2018,10,20,0,1,2,0,0,2,0,4,1,0,4,150.0,2,1
30079,19,2018,4,27,0,1,0,0,3,3,0,4,0,0,0,167.0,0,0
30080,86,2017,9,9,0,2,0,0,0,2,0,2,0,0,0,100.0,0,0
30081,10,2017,12,11,0,1,0,0,3,2,0,4,0,0,0,97.0,0,0
30082,109,2018,12,6,1,5,0,0,0,2,0,4,0,0,0,88.4,3,1
30083,130,2018,7,27,0,3,0,0,0,2,0,4,0,0,0,105.3,0,0
30084,243,2018,9,9,1,2,0,0,0,2,0,4,0,0,0,106.2,2,0
30085,80,2018,9,19,1,2,0,0,0,2,0,3,0,0,0,144.0,0,0
30086,18,2018,12,11,1,0,0,0,0,2,0,3,0,0,0,80.0,0,1
30087,27,2018,3,22,0,3,2,0,0,2,0,4,0,0,0,129.0,0,0
30088,18,2018,10,22,1,1,0,0,6,2,2,4,0,0,0,300.0,4,1
30089,7,2018,11,7,1,1,0,0,3,2,0,4,0,0,0,215.0,1,0
30090,75,2018,6,25,2,1,0,0,0,2,0,3,0,0,0,80.75,0,0
30091,154,2018,7,10,2,1,0,0,0,2,0,4,0,0,0,111.3,1,0
30092,52,2018,12,2,0,2,0,0,5,2,2,4,0,0,0,156.6,1,0
30093,5,2017,9,20,2,0,0,0,0,2,0,2,1,1,0,100.0,0,0
30094,58,2018,5,12,1,3,0,0,0,1,0,4,0,0,0,109.65,0,0
30095,33,2017,11,7,2,5,0,0,0,2,0,3,0,0,0,41.43,0,0
30096,22,2017,11,6,2,2,0,0,0,2,0,3,0,0,0,43.5,0,0
30097,77,2018,4,13,0,4,0,0,0,2,0,4,0,0,0,90.95,0,0
30098,103,2018,6,27,1,1,0,0,0,2,0,3,0,0,0,80.75,2,0
30099,67,2017,12,27,2,3,0,0,0,2,0,4,0,0,0,103.14,1,0
30100,44,2018,11,22,0,3,2,0,0,2,0,4,0,0,0,82.13,0,0
30101,21,2018,2,25,0,1,0,0,0,1,0,2,0,0,0,66.0,0,0
30102,12,2018,2,16,0,2,0,1,0,1,0,2,1,0,4,67.0,1,0
30103,154,2018,5,20,1,2,0,0,3,2,0,3,0,0,0,90.95,0,0
30104,192,2017,9,25,2,3,0,0,0,2,0,4,0,0,0,19.15,0,0
30105,61,2017,11,12,1,3,0,0,3,2,0,4,0,0,0,81.9,1,0
30106,7,2018,2,26,0,2,0,0,3,2,0,1,0,0,0,0.0,2,0
30107,3,2017,9,21,1,0,2,0,0,2,0,4,0,0,0,133.0,1,0
30108,96,2017,7,11,2,1,1,0,0,2,0,3,0,0,0,94.5,0,0
30109,8,2018,7,20,0,1,0,0,0,1,0,4,0,0,0,105.0,1,0
30110,60,2018,9,12,1,4,0,0,3,2,0,4,0,0,0,168.3,4,1
30111,11,2018,9,2,0,2,2,0,0,2,0,4,0,0,0,124.0,1,0
30112,68,2018,10,18,0,3,2,0,0,2,0,4,0,0,0,108.0,2,0
30113,0,2018,10,25,0,1,0,0,0,1,0,1,1,0,4,0.0,1,1
30114,22,2018,5,21,0,1,0,0,3,3,0,4,0,0,0,177.0,2,0
30115,141,2018,7,6,1,4,0,0,0,1,0,4,0,0,0,107.95,0,0
30116,33,2018,1,6,0,2,0,0,1,0,2,4,0,0,0,6.0,1,0
30117,263,2018,9,29,2,4,0,0,0,2,0,4,0,0,0,100.3,0,0
30118,79,2018,6,24,0,2,0,0,0,1,0,3,0,0,0,95.0,0,0
30119,99,2018,2,19,0,1,0,0,0,1,0,2,0,0,0,81.0,0,0
30120,1,2017,9,29,0,1,0,0,0,2,0,2,0,0,0,85.0,0,0
30121,26,2018,11,2,0,1,0,0,0,1,0,2,1,0,10,88.0,1,0
30122,2,2018,4,7,0,1,0,0,0,1,0,0,0,0,0,95.0,0,0
30123,201,2018,9,8,1,3,0,0,0,2,0,4,0,0,0,119.85,2,0
30124,40,2018,12,16,1,2,2,0,0,2,0,4,0,0,0,88.0,3,1
30125,29,2018,2,23,0,1,0,0,0,1,0,2,0,0,0,66.0,0,0
30126,42,2018,9,18,2,0,0,0,0,1,0,4,0,0,0,130.5,1,0
30127,170,2018,4,8,2,3,0,0,0,2,0,3,0,0,0,78.0,0,0
30128,53,2018,3,6,1,0,0,0,3,2,1,4,0,0,0,91.48,1,0
30129,3,2018,9,12,1,2,0,0,0,1,0,2,1,0,1,67.0,1,0
30130,62,2018,9,27,0,2,0,0,3,1,0,4,0,0,0,115.04,1,0
30131,18,2018,2,21,1,0,0,0,0,1,0,4,0,0,0,80.0,1,0
30132,214,2018,8,4,0,2,0,1,3,2,0,4,0,0,0,105.3,1,0
30133,135,2017,9,14,1,2,0,0,0,2,0,3,0,0,0,90.0,0,0
30134,2,2018,5,19,0,1,0,0,3,1,0,0,1,0,1,110.0,0,0
30135,13,2018,4,26,0,3,1,0,0,1,0,3,0,0,0,73.0,0,0
30136,106,2018,7,8,2,6,0,0,0,2,0,3,0,0,0,72.25,2,0
30137,195,2018,7,25,2,5,0,0,3,2,0,4,0,0,0,99.45,1,0
30138,35,2018,1,29,1,2,0,0,3,2,0,4,0,0,0,82.45,1,0
30139,44,2018,6,18,1,1,0,0,3,2,0,4,0,0,0,96.3,0,0
30140,273,2017,7,17,0,2,1,0,0,2,0,4,0,0,0,109.0,0,0
30141,107,2018,6,10,0,1,0,0,0,1,0,3,0,0,0,120.0,0,0
30142,19,2018,2,15,1,4,0,0,0,2,0,4,0,0,0,91.0,2,0
30143,62,2018,9,4,1,0,0,0,0,2,0,4,0,0,0,109.8,0,0
30144,315,2018,12,2,0,2,0,0,0,2,0,3,0,0,0,52.0,0,1
30145,301,2018,11,18,0,2,0,0,0,2,0,4,0,0,0,52.0,0,0
30146,4,2018,5,21,1,1,1,0,0,1,0,3,0,0,0,91.0,1,0
30147,123,2018,10,21,2,5,0,0,3,3,0,4,0,0,0,139.24,0,0
30148,19,2017,10,6,0,3,0,0,0,1,0,3,1,1,0,80.0,0,0
30149,57,2018,6,20,1,2,2,0,0,2,0,4,0,0,0,68.61,1,0
30150,55,2018,5,30,1,2,0,0,0,1,0,4,0,0,0,109.35,0,0
30151,96,2018,11,25,0,2,2,0,0,2,0,4,0,0,0,79.2,2,0
30152,46,2018,12,10,0,1,0,1,0,2,0,4,0,0,0,102.6,1,0
30153,130,2018,5,12,1,3,0,0,3,2,0,4,0,0,0,113.05,1,0
30154,129,2018,8,25,0,2,0,0,3,3,0,4,0,0,0,137.7,0,0
30155,0,2018,3,21,1,3,0,0,0,2,2,4,0,0,0,165.0,0,1
30156,14,2018,5,30,1,3,0,0,0,2,0,3,0,0,0,80.75,0,0
30157,190,2018,8,2,2,6,0,0,0,2,1,4,0,0,0,123.75,0,0
30158,276,2018,5,13,2,3,0,0,0,2,0,4,0,0,0,61.0,0,0
30159,229,2018,8,5,1,2,0,0,0,2,0,4,0,0,0,96.3,1,0
30160,67,2018,7,24,2,3,0,0,0,2,0,4,0,0,0,105.3,3,1
30161,4,2018,2,11,0,2,0,0,0,2,0,4,0,0,0,91.0,1,0
30162,62,2018,6,9,0,3,0,0,0,2,0,4,0,0,0,117.9,0,0
30163,31,2018,3,23,0,3,0,0,3,2,0,4,0,0,0,151.4,1,0
30164,183,2018,9,8,0,3,0,0,0,2,0,4,0,0,0,110.0,1,0
30165,62,2017,11,25,0,4,0,0,3,2,0,3,0,0,0,60.0,0,0
30166,3,2018,7,21,0,1,0,0,0,1,0,2,0,0,0,65.0,0,0
30167,330,2018,10,14,0,2,0,0,1,2,0,4,0,0,0,106.7,1,0
30168,5,2018,4,18,1,0,2,0,0,1,0,4,0,0,0,64.68,1,0
30169,166,2018,6,29,0,4,0,0,3,2,0,4,0,0,0,99.45,0,0
30170,27,2018,10,9,2,1,0,0,0,2,0,3,0,0,0,85.5,0,0
30171,12,2018,12,3,2,3,0,0,0,2,0,4,0,0,0,89.59,0,0
30172,63,2017,9,4,0,2,1,0,0,2,0,3,0,0,0,116.0,0,0
30173,16,2017,9,21,1,1,0,0,0,1,0,3,0,0,0,65.45,0,0
30174,118,2018,5,1,2,3,0,0,3,2,0,4,0,0,0,107.95,0,0
30175,93,2018,4,15,0,1,0,0,0,2,0,4,0,0,0,90.95,0,0
30176,177,2018,6,3,0,2,0,0,0,2,0,4,0,0,0,100.0,0,0
30177,317,2018,9,15,0,2,0,0,0,2,0,4,0,0,0,120.0,0,0
30178,112,2018,6,2,0,3,0,0,0,2,0,3,0,0,0,120.0,1,0
30179,303,2018,10,27,0,3,0,0,3,2,0,4,0,0,0,105.3,3,1
30180,0,2018,12,10,2,2,0,0,0,2,0,4,0,0,0,89.89,0,1
30181,26,2018,12,6,2,5,0,0,0,1,0,4,0,0,0,88.4,3,1
30182,45,2018,3,11,0,2,0,0,0,1,0,4,0,0,0,71.1,0,0
30183,227,2018,12,8,0,3,0,0,0,1,0,4,0,0,0,72.9,0,0
30184,204,2018,8,18,2,5,0,0,0,2,0,4,0,0,0,94.59,1,0
30185,13,2017,12,6,2,0,0,0,0,2,1,3,0,0,0,76.5,3,1
30186,111,2018,2,14,2,3,0,0,0,2,0,4,0,0,0,87.0,0,0
30187,25,2018,8,15,1,1,0,0,0,2,0,3,0,0,0,76.5,0,0
30188,148,2018,7,1,3,7,1,0,0,2,0,3,0,0,0,102.25,0,0
30189,67,2018,5,12,0,3,1,0,0,2,0,4,0,0,0,161.1,1,0
30190,19,2017,12,5,2,1,0,0,0,2,0,4,0,0,0,69.0,2,0
30191,151,2018,8,19,2,3,1,0,5,2,2,4,0,0,0,217.6,2,0
30192,210,2018,10,19,0,4,0,0,0,2,0,4,0,0,0,96.3,0,0
30193,55,2018,5,21,2,1,2,0,0,2,0,4,0,0,0,116.1,0,0
30194,386,2018,10,23,2,0,1,0,0,2,0,4,0,0,0,115.0,1,0
30195,433,2018,9,8,0,3,0,0,0,2,0,4,0,0,0,70.0,0,0
30196,6,2018,11,8,0,1,0,0,3,1,0,2,0,0,0,94.0,0,0
30197,206,2018,10,28,2,2,0,0,3,1,0,4,0,0,0,109.8,3,1
30198,29,2018,11,23,0,4,0,0,0,2,0,4,0,0,0,68.07,0,0
30199,1,2018,8,26,1,2,0,0,3,1,0,4,0,0,0,174.0,1,0
30200,38,2018,9,16,0,2,0,0,4,2,0,4,0,0,0,137.52,0,0
30201,26,2018,6,1,0,3,0,0,3,2,1,4,0,0,0,153.67,2,0
30202,52,2018,11,9,0,3,2,0,0,2,0,4,0,0,0,127.37,1,0
30203,256,2018,6,15,0,2,1,0,0,2,0,4,0,0,0,115.0,1,0
30204,64,2018,5,17,0,2,0,0,0,2,0,2,0,0,0,140.0,0,0
30205,21,2018,6,12,2,1,0,0,0,2,0,4,0,0,0,94.35,1,0
30206,9,2018,2,21,2,1,0,0,0,1,0,4,0,0,0,85.0,0,0
30207,23,2017,9,30,0,4,0,0,3,2,0,4,0,0,0,116.03,1,0
30208,228,2018,10,30,2,1,0,0,0,1,0,4,0,0,0,93.3,0,0
30209,16,2018,3,11,0,1,0,0,0,2,0,2,0,0,0,75.0,0,0
30210,99,2017,10,10,2,1,0,0,0,2,0,4,0,0,0,89.25,3,1
30211,39,2018,7,25,1,0,0,1,0,1,0,2,0,0,0,67.0,0,0
30212,124,2018,8,8,1,5,0,0,0,2,0,4,0,0,0,97.01,1,0
30213,16,2017,10,1,0,2,0,0,0,2,0,4,0,0,0,107.0,0,0
30214,112,2018,5,14,2,3,0,0,0,2,0,4,0,0,0,103.53,1,0
30215,119,2018,8,12,2,2,0,0,0,2,0,4,0,0,0,114.3,1,0
30216,4,2017,8,12,2,7,0,0,0,2,0,4,0,0,0,93.56,2,0
30217,195,2018,8,8,2,5,0,0,0,2,0,3,0,0,0,72.25,0,0
30218,25,2018,10,8,2,1,0,0,0,2,0,3,0,0,0,85.0,0,0
30219,152,2018,7,11,1,3,0,0,0,1,0,4,0,0,0,101.58,0,0
30220,117,2018,12,13,0,5,0,0,0,1,0,4,0,0,0,85.0,1,0
30221,52,2018,10,28,1,2,0,0,3,2,0,4,0,0,0,120.6,2,0
30222,204,2017,10,9,2,2,0,0,0,2,0,3,0,0,0,72.75,0,0
30223,0,2018,6,16,0,1,2,0,0,2,0,4,0,0,0,119.0,1,1
30224,102,2017,10,16,0,2,1,0,0,1,0,3,0,0,0,87.0,0,0
30225,17,2018,1,13,0,4,0,0,0,1,0,4,0,0,0,63.37,0,0
30226,273,2017,7,17,0,2,1,0,0,2,0,4,0,0,0,109.0,0,0
30227,257,2017,7,1,0,2,1,0,0,1,0,3,0,0,0,80.0,0,0
30228,72,2018,4,3,2,1,0,0,3,2,0,4,0,0,0,100.8,0,0
30229,0,2017,8,11,0,1,0,0,0,2,0,4,0,0,0,75.0,0,1
30230,188,2018,6,15,0,2,0,0,0,1,0,4,0,0,0,130.0,0,0
30231,42,2018,11,29,0,3,0,0,0,2,0,4,0,0,0,104.0,2,0
30232,66,2018,5,14,2,2,0,0,4,3,0,3,0,0,0,147.56,1,0
30233,0,2018,2,16,0,1,0,0,0,1,0,4,0,0,0,85.0,0,1
30234,66,2018,7,29,0,1,0,0,3,3,0,4,0,0,0,137.7,0,0
30235,88,2018,10,7,0,2,0,0,0,2,0,2,0,0,0,90.0,1,0
30236,139,2018,11,16,2,4,0,0,0,2,0,4,0,0,0,68.0,0,0
30237,174,2017,10,10,1,1,0,0,0,2,0,4,0,0,0,70.0,0,0
30238,73,2018,11,25,0,2,2,0,0,1,0,4,0,0,0,88.0,2,0
30239,204,2018,5,5,0,3,0,0,0,2,0,4,0,0,0,100.0,0,0
30240,40,2018,9,10,1,1,2,0,0,2,0,4,0,0,0,134.1,1,0
30241,32,2017,11,20,0,2,0,0,0,1,0,3,0,0,0,73.0,0,0
30242,31,2018,9,16,1,2,0,0,0,2,0,4,0,0,0,75.0,0,0
30243,377,2018,10,14,0,2,1,0,0,2,0,4,0,0,0,115.0,1,0
30244,40,2018,3,13,2,1,0,0,0,1,0,2,1,0,1,65.0,0,0
30245,23,2018,3,10,1,3,0,0,0,2,0,4,0,0,0,96.0,0,0
30246,37,2018,10,13,0,3,0,0,0,1,0,3,0,0,0,95.0,0,0
30247,155,2018,7,25,1,1,0,0,0,2,0,4,0,0,0,105.3,0,0
30248,89,2018,4,8,2,2,0,0,0,2,0,4,0,0,0,65.13,1,0
30249,18,2018,6,16,0,3,0,0,3,2,0,4,0,0,0,166.0,2,0
30250,95,2017,12,18,2,3,0,0,0,2,0,4,0,0,0,76.5,2,0
30251,49,2018,12,10,4,6,0,0,0,2,1,4,0,0,0,105.4,1,0
30252,81,2018,12,7,0,1,2,0,0,2,0,4,0,0,0,79.2,2,0
30253,43,2018,8,7,2,0,0,0,0,2,0,4,0,0,0,135.9,1,0
30254,5,2018,5,4,0,1,0,1,0,1,0,2,1,0,5,98.0,1,0
30255,224,2018,8,21,2,2,2,0,0,2,0,4,0,0,0,80.75,0,0
30256,14,2018,4,7,2,3,0,0,3,2,0,4,0,0,0,125.2,0,0
30257,184,2018,8,17,0,1,1,0,0,2,0,4,0,0,0,139.5,1,0
30258,23,2018,2,25,0,1,0,0,0,2,0,4,0,0,0,91.0,0,0
30259,2,2018,9,15,0,1,0,0,0,1,0,4,0,0,0,163.0,0,0
30260,55,2018,4,6,0,1,1,0,0,2,0,3,0,0,0,104.0,0,0
30261,28,2018,4,11,1,2,0,0,3,2,1,4,0,0,0,121.33,2,0
30262,69,2018,6,12,2,4,0,0,0,1,0,4,0,0,0,120.0,0,0
30263,6,2018,4,4,1,0,2,0,0,2,0,4,0,0,0,89.0,0,0
30264,6,2017,11,22,2,1,0,0,0,1,0,3,0,0,0,37.33,0,0
30265,4,2018,8,29,1,0,0,1,3,3,0,4,0,0,0,184.0,0,0
30266,15,2018,2,19,0,1,0,0,0,1,0,2,0,0,0,81.0,0,0
30267,105,2018,9,29,1,3,0,0,0,2,0,3,0,0,0,96.9,5,1
30268,17,2017,10,16,0,2,0,0,0,2,0,3,0,0,0,48.0,0,0
30269,148,2017,12,30,1,4,0,0,0,2,0,3,0,0,0,67.0,0,1
30270,196,2017,8,16,2,5,0,0,0,2,0,4,0,0,0,55.96,2,0
30271,7,2018,10,3,1,1,2,0,0,2,0,4,0,0,0,140.0,1,0
30272,6,2017,12,2,0,1,0,0,0,1,0,2,0,0,0,65.0,0,1
30273,92,2017,7,31,0,1,0,0,0,2,0,4,0,0,0,76.5,1,0
30274,272,2018,7,28,2,3,0,0,0,2,0,4,0,0,0,90.1,0,0
30275,5,2018,7,23,0,1,0,0,5,2,2,4,0,0,0,231.0,2,0
30276,85,2018,3,24,2,3,0,0,3,2,0,4,0,0,0,97.75,0,0
30277,294,2018,12,26,1,0,1,0,0,2,0,4,0,0,0,112.5,0,0
30278,2,2018,2,13,0,1,2,0,0,2,0,4,0,0,0,60.83,1,0
30279,9,2018,7,6,0,1,0,0,0,2,0,4,0,0,0,139.0,1,0
30280,54,2018,9,30,0,1,0,0,3,2,0,4,0,0,0,132.3,1,0
30281,273,2018,5,13,1,2,0,0,0,2,0,4,0,0,0,95.0,0,0
30282,5,2018,6,29,0,4,2,0,0,2,0,4,0,0,0,134.0,0,0
30283,335,2018,10,13,0,3,0,0,0,1,0,3,0,0,0,80.0,0,0
30284,109,2018,6,21,0,2,0,0,0,3,0,4,0,0,0,159.3,1,0
30285,35,2018,10,25,0,4,0,0,0,2,1,4,0,0,0,149.0,2,0
30286,1,2017,8,9,2,3,2,0,5,2,2,4,0,0,0,153.0,1,0
30287,11,2017,8,28,0,2,0,0,5,2,2,4,0,0,0,153.0,2,0
30288,304,2018,11,3,0,3,0,0,0,2,0,4,0,0,0,89.0,0,0
30289,25,2018,6,1,0,2,2,0,0,1,0,4,0,0,0,104.0,0,0
30290,35,2018,12,19,1,3,0,0,0,1,0,3,0,0,0,63.75,0,1
30291,91,2018,10,7,0,1,0,0,0,2,1,4,0,0,0,121.5,2,0
30292,66,2018,4,23,0,1,0,0,0,2,0,4,0,0,0,105.3,2,0
30293,233,2018,10,14,1,2,0,0,0,2,0,4,0,0,0,90.0,0,0
30294,251,2018,12,28,2,9,0,0,1,0,2,4,0,0,0,74.29,2,0
30295,12,2018,9,8,0,1,2,0,0,2,0,4,0,0,0,129.0,2,0
30296,19,2018,5,2,1,2,0,0,0,2,0,4,0,0,0,130.0,0,0
30297,56,2018,6,8,0,1,0,0,0,2,0,3,0,0,0,120.0,0,0
30298,119,2017,8,27,2,6,0,0,0,2,0,4,0,0,0,82.87,1,0
30299,5,2017,12,24,0,2,2,1,0,2,0,4,0,0,0,72.75,1,0
30300,21,2018,5,9,1,3,0,0,0,2,0,4,0,0,0,126.0,1,0
30301,105,2018,4,6,0,1,0,0,0,2,0,4,0,0,0,75.0,0,0
30302,296,2018,9,21,0,4,1,0,0,2,0,4,0,0,0,117.0,1,0
30303,41,2018,3,10,0,3,0,0,0,2,0,4,0,0,0,83.9,1,0
30304,82,2018,11,13,2,2,0,0,0,2,0,4,0,0,0,107.0,1,0
30305,301,2018,7,30,1,1,1,0,0,2,0,4,0,0,0,115.0,1,0
30306,315,2018,12,2,0,2,0,0,0,2,0,3,0,0,0,52.0,0,1
30307,11,2018,8,8,1,0,0,0,5,2,2,4,0,0,0,191.35,1,0
30308,68,2017,9,29,0,2,0,0,0,1,0,3,0,0,0,49.5,0,0
30309,85,2018,10,17,1,2,0,0,0,1,0,4,0,0,0,113.4,2,0
30310,59,2018,3,31,1,3,0,0,0,2,0,3,0,0,0,80.75,0,0
30311,71,2018,4,24,2,1,0,0,3,2,0,4,0,0,0,112.8,0,0
30312,40,2018,1,14,0,3,0,0,1,2,0,4,0,0,0,77.55,1,0
30313,26,2018,11,17,0,3,0,0,3,2,0,4,0,0,0,91.2,0,0
30314,183,2018,9,8,0,3,0,0,0,2,0,4,0,0,0,110.0,1,0
30315,20,2018,9,25,2,4,0,0,3,2,0,4,0,0,0,127.2,3,1
30316,250,2018,9,26,1,3,0,0,0,2,0,4,0,0,0,95.0,0,0
30317,192,2018,6,24,0,2,0,0,0,1,0,3,0,0,0,95.0,0,0
30318,14,2018,8,22,1,1,0,0,3,2,0,4,0,0,0,156.0,2,0
30319,117,2018,7,29,0,2,0,0,3,2,0,4,0,0,0,123.3,1,0
30320,81,2018,8,14,2,2,0,0,0,2,0,4,0,0,0,117.9,3,1
30321,26,2018,9,5,1,3,0,0,0,2,0,4,0,0,0,127.2,0,0
30322,91,2018,8,21,2,0,0,0,0,2,0,4,0,0,0,117.9,0,0
30323,197,2018,8,23,2,5,0,0,0,2,0,4,0,0,0,97.02,1,0
30324,39,2017,8,14,0,2,1,0,0,2,0,3,0,0,0,101.5,0,0
30325,47,2018,5,30,1,3,0,0,0,1,0,2,0,0,0,89.0,0,0
30326,27,2018,11,13,2,2,0,0,3,2,0,4,0,0,0,96.9,2,0
30327,62,2018,11,20,2,2,0,0,0,2,0,3,0,0,0,75.0,0,0
30328,187,2018,7,11,2,5,0,0,3,2,0,4,0,0,0,99.45,1,0
30329,44,2018,11,4,1,2,0,0,3,2,0,4,0,0,0,110.13,2,0
30330,3,2017,9,21,1,2,2,0,0,1,0,4,0,0,0,133.0,2,0
30331,16,2018,1,27,0,1,0,0,0,1,0,2,0,0,0,80.0,0,0
30332,164,2017,10,2,0,2,0,0,0,1,0,3,0,0,0,100.0,0,0
30333,118,2018,6,26,4,6,0,0,0,2,1,4,0,0,0,113.33,2,0
30334,12,2018,4,30,2,4,0,0,3,1,0,4,0,0,0,154.33,0,0
30335,8,2018,5,25,0,1,2,0,0,1,0,4,0,0,0,119.0,0,0
30336,204,2017,10,9,2,2,0,0,0,2,0,3,0,0,0,72.75,0,0
30337,10,2018,3,6,1,0,2,0,0,1,0,4,0,0,0,79.0,0,0
30338,37,2018,10,13,0,3,0,0,0,1,0,3,0,0,0,95.0,0,0
30339,37,2018,10,27,0,2,2,0,0,1,0,4,0,0,0,109.0,1,0
30340,1,2018,3,15,0,3,0,0,0,2,0,3,0,0,0,82.0,1,0
30341,18,2017,12,26,2,1,0,0,0,2,0,4,0,0,0,97.0,0,0
30342,151,2018,10,30,2,3,0,0,3,3,0,4,0,0,0,122.76,0,0
30343,2,2018,12,20,0,3,2,0,0,2,0,4,0,0,0,79.5,1,0
30344,5,2018,8,4,1,3,1,0,4,3,0,4,0,0,0,228.8,0,0
30345,2,2018,12,20,0,3,0,0,0,2,1,4,0,0,0,117.5,1,0
30346,320,2018,8,18,0,2,1,0,0,2,0,4,0,0,0,115.0,1,0
30347,1,2018,3,8,0,1,2,0,0,1,0,4,0,0,0,90.0,0,0
30348,8,2018,2,9,0,1,0,0,0,2,0,4,0,0,0,72.07,1,0
30349,115,2018,2,27,2,2,0,0,0,1,0,3,0,0,0,76.0,0,0
30350,22,2018,8,31,0,1,0,0,0,2,0,4,0,0,0,122.0,3,1
30351,146,2018,4,24,2,0,0,0,0,2,0,4,0,0,0,95.0,0,0
30352,386,2018,10,23,2,0,1,0,0,2,0,4,0,0,0,115.0,1,0
30353,160,2018,5,27,0,2,0,0,3,2,0,4,0,0,0,128.35,1,0
30354,96,2018,11,18,1,2,0,0,0,2,0,4,0,0,0,94.67,2,0
30355,338,2018,10,7,1,2,0,0,0,2,0,3,0,0,0,90.67,1,0
30356,71,2018,6,9,0,1,2,0,0,2,0,4,0,0,0,116.1,0,0
30357,64,2018,5,17,0,2,0,0,0,2,0,2,0,0,0,140.0,0,0
30358,286,2018,9,16,0,2,1,0,0,1,0,3,0,0,0,91.0,0,0
30359,67,2017,7,10,2,3,0,0,0,2,2,3,0,0,0,106.25,0,0
30360,14,2018,12,1,0,2,2,0,0,1,0,4,0,0,0,67.76,1,0
30361,42,2018,3,24,0,3,2,1,0,2,0,4,0,0,0,115.8,1,0
30362,116,2018,5,5,0,3,0,0,0,2,0,4,0,0,0,105.3,0,0
30363,70,2018,6,9,0,3,0,0,0,2,0,4,0,0,0,126.9,0,0
30364,221,2018,8,12,0,1,1,0,0,1,0,3,0,0,0,73.0,0,0
30365,111,2018,8,11,0,2,0,1,3,3,0,4,0,0,0,155.7,2,0
30366,34,2018,12,17,1,1,2,0,0,1,0,4,0,0,0,56.16,0,0
30367,89,2018,3,30,0,3,2,0,0,2,0,4,0,0,0,76.5,0,0
30368,7,2018,5,25,0,2,0,0,5,2,2,4,0,0,0,241.0,2,0
30369,213,2018,6,7,0,3,0,0,0,2,0,4,0,0,0,130.0,0,0
30370,80,2018,4,25,1,3,0,0,3,3,0,4,0,0,0,121.55,3,1
30371,5,2018,4,2,0,1,0,0,3,2,1,4,0,0,0,143.5,1,0
30372,83,2018,7,23,0,1,0,0,0,2,0,4,0,0,0,105.3,1,0
30373,2,2018,5,15,2,2,0,0,0,2,0,3,0,0,0,81.75,1,0
